Name,Price,Color,Image,URL
3 Piece - Embroidered Suit - PFE25-16,"Rs. 14,990.00",Off White,https://nishatlinen.com/cdn/shop/files/PFE25-16-_2.jpg?v=1742034535&width=720,https://nishatlinen.com/products/pfe25-16
3 Piece - Jacquard Embroidered Suit - 42501403,"Rs. 15,990.00",Teal,https://nishatlinen.com/cdn/shop/files/42501403-_4_a735b52c-de10-46f7-8292-78cd8c1a6dfe.jpg?v=1741158631&width=720,https://nishatlinen.com/products/42501403
3 Piece - Jacquard Embroidered Suit - 42501400,"Rs. 15,990.00",Light Dusty Purple,https://nishatlinen.com/cdn/shop/files/42501400-_1.jpg?v=1741158635&width=720,https://nishatlinen.com/products/42501400
3 Piece - Digital Printed Embroidered Suit - 42501485,"Rs. 10,490.00",Coral,https://nishatlinen.com/cdn/shop/files/42501485-_4_10b3eb6b-8cab-42ba-95dc-8f457ce1af22.jpg?v=1741159080&width=720,https://nishatlinen.com/products/42501485
3 Piece - Embroidered Suit - 42501392,"Rs. 11,990.00",Pink,https://nishatlinen.com/cdn/shop/files/42501392-_4_fd641cb2-33bc-4f73-ae86-aa964691df7c.jpg?v=1741158645&width=720,https://nishatlinen.com/products/42501392
3 Piece - Dyed Embroidered Suit - 42501348,"Rs. 14,990.00",Black,https://nishatlinen.com/cdn/shop/files/42501348-_2_94267e1e-799b-46d4-ab70-54aae1fd8d44.jpg?v=1741158681&width=720,https://nishatlinen.com/products/42501348
3 Piece - Embellished Suit - 42501372,"Rs. 13,490.00",Mustard,https://nishatlinen.com/cdn/shop/files/42501372-_2.jpg?v=1741158658&width=720,https://nishatlinen.com/products/42501372
3 Piece - Printed With Gotta Laces Suit - 42501454,"Rs. 8,490.00",Orange,https://nishatlinen.com/cdn/shop/files/42501454-_5_fad87029-2779-4c90-8421-9cce9e5e7156.jpg?v=1741158773&width=720,https://nishatlinen.com/products/42501454
3 Piece - Dyed Embroidered Suit - 42501349,"Rs. 14,990.00",Light Green,https://nishatlinen.com/cdn/shop/files/42501349..jpg?v=1741158680&width=720,https://nishatlinen.com/products/42501349
3 Piece - Printed Embroidered Suit - 42501283,"Rs. 11,990.00",Red,https://nishatlinen.com/cdn/shop/files/42501283-_3_1735f366-5495-4ced-ab31-49c25353ca14.jpg?v=1741158861&width=720,https://nishatlinen.com/products/42501283
3 Piece - Gold Printed Embroidered Suit - 42501422,"Rs. 10,490.00",Light Grey,https://nishatlinen.com/cdn/shop/files/42501422-_1_6e711a11-7a54-4eb8-8c86-7b1e7d5d151d.jpg?v=1741158804&width=720,https://nishatlinen.com/products/42501422
3 Piece - Printed Embroidered Suit - 42501363,"Rs. 9,990.00",Red,https://nishatlinen.com/cdn/shop/files/42501363-_2_253d5e62-f4f8-48cf-963c-06c57ccce378.jpg?v=1741158669&width=720,https://nishatlinen.com/products/42501363
3 Piece - Embroidered Suit - 42501387,"Rs. 11,990.00",Marsala,https://nishatlinen.com/cdn/shop/files/42501387-_1_73e977dc-7c07-4c77-aee8-9683a8a9d385.jpg?v=1741158651&width=720,https://nishatlinen.com/products/42501387
2 Piece - Digital Printed Embroidered Suit - 42501150,"Rs. 5,990.00",Green,https://nishatlinen.com/cdn/shop/files/42501150-_3.jpg?v=1741159021&width=720,https://nishatlinen.com/products/42501150
3 Piece - Digital Printed Embroidered Suit - 42501435,"Rs. 6,990.00",Black,https://nishatlinen.com/cdn/shop/files/42501435-_7_3660cc83-2177-4f4d-a71e-00779834c6b7.jpg?v=1741158607&width=720,https://nishatlinen.com/products/42501435
2 Piece - Dyed Embroidered Suit - 42501141,"Rs. 5,990.00",Green,https://nishatlinen.com/cdn/shop/files/42501141-_7.jpg?v=1741159032&width=720,https://nishatlinen.com/products/42501141
2 Piece - Printed Embroidered Suit - PFE25-17,"Rs. 9,990.00",Mustard,https://nishatlinen.com/cdn/shop/files/PE25-17-_1_54993cf0-6500-4d38-a88a-079c1f7f3372.jpg?v=1742186429&width=720,https://nishatlinen.com/products/pfe25-17
2 Piece - Printed Embroidered Suit - PFE25-15,"Rs. 9,990.00",Black,https://nishatlinen.com/cdn/shop/files/PE25-15-_3_4a4e3b98-16a5-428f-9e4e-cf67104aba43.jpg?v=1742186463&width=720,https://nishatlinen.com/products/pfe25-15
